doc_id,participant,content,Turn,lemmas,PoS,LexicalAlignmentTokens,LexicalAlignmentLemmas,SyntacticAlignment2,SyntacticAlignment3,SyntacticAlignment4,SemanticAlignment
4,B,oh ja *b* #laughs# gaat lekker joh #laughs#,261,oh ja *b* #laughs # gaan lekker joh #laughs #,ADJ INTJ NOUN NOUN PUNCT VERB ADJ ADJ NOUN PUNCT,0.12247448713915889,0.12247448713915889,0.25482359571881275,NA,NA,0.7400494222475882
4,A,ja #laughs#,262,ja #laughs #,INTJ NOUN PUNCT,0.6708203932499369,0.6708203932499369,0.3779644730092272,0,0,0.9058800311965014
4,B,uh dit is de hoofdvorm met een ei voorop een schuine kegel bovenop uh met een s- uh staaf naast die schuine kegel,263,uh dit zijn de hoofdvorm met een eus voorop een schuin kegel bovenop uh met een s- uh staaf naast die schuin kegel,ADV PRON AUX DET NOUN ADP DET NOUN ADV DET ADJ NOUN ADV ADV ADP DET X NOUN VERB ADP DET ADJ NOUN,0,0,NA,NA,NA,0.5679532845137304
4,A,ja nummer *15* uh dit is weer de hoofdvorm met uh aan beide kanten iets uitstekends ronds uitstekends met dopjes erop en links achter de hoofdvorm heb je een vierkant plateautje met een uitsteeksel ,264,ja nummer *15 * uh dit zijn weer de hoofdvorm met uh aan beide kant iets uitstekend rond uitstekend met dop erop en links achter de hoofdvorm hebben je een vierkant plateau met een uitsteeksel,INTJ NOUN SYM PUNCT ADV PRON AUX ADV DET NOUN ADP ADV ADP DET NOUN PRON NOUN ADJ NOUN ADP NOUN ADV CCONJ ADJ ADP DET NOUN AUX PRON DET ADJ NOUN ADP DET NOUN,0.5300713251592634,0.5300713251592634,0.694340858564394,0.29672121302810417,0.04016096644512494,0.8883635567449593
4,B,vierkant *k* uh dit is de hoofdvorm dat uh op een plateautje staat waarbij een platte cirkel erachter sta- achter aan de hoofdvorm vastzit bovenop de b- uh hoofdvorm staat een schuine kegel rechts en links een uitsteeksel ,265,vierkant *k* uh dit zijn de hoofdvorm dat uh op een plateau staan waarbij een plat cirkel erachter sta- achter aan de hoofdvorm vastzit bovenop de b- uh hoofdvorm staan een schuin kegel rechts en links een uitsteeksel,ADJ NOUN ADV PRON AUX DET NOUN SCONJ ADV ADP DET NOUN VERB ADV DET ADJ NOUN ADV X ADP ADP DET NOUN ADV ADV DET X ADV NOUN VERB DET ADJ NOUN ADJ CCONJ ADJ DET NOUN,0.5916079783099616,0.5916079783099616,0.6269161244293499,0.24397501823713327,0.030358837035945812,0.952160650126206
4,A,ja nummer *4* dit is de hoofdvorm met het yoghurtbakje erop op z'n kop linksvoor heb je ook een yoghurtbakje en hij heeft twee uitsteeksels aan de rechterkant ,266,ja nummer *4* dit zijn de hoofdvorm met het yoghurtbak erop op zijn kop linksvoor hebben je ook een yoghurtbak en hij hebben twee uitsteeksel aan de rechterkant,INTJ NOUN NOUN PRON AUX DET NOUN ADP DET NOUN ADV ADP PRON NOUN NOUN AUX PRON ADV DET NOUN CCONJ PRON VERB NUM NOUN ADP DET NOUN,0.3803194146278325,0.3984095364447979,0.5024897752542877,0.19720265943665385,0.06506000486323554,0.8951382490014863
4,B,ja *l* uh dit is de hoofdvorm waarbij een platte cirkel voorop is twee van die gekke uitsteeksels bovenop links en rechts en hij staat op een vierkant plateau en als het ware twee kraantjes ernaast soort van twee en dan dat cirkelplatform is dus echt tegen de hoofdvorm aan ,267,ja *l* uh dit zijn de hoofdvorm waarbij een plat cirkelen voorop zijn twee van die gek uitsteeksel bovenop links en rechts en hij staan op een vierkant plateau en als het zijn twee kraan ernaast soort van twee en dan dat cirkelplatform zijn dus echt tegen de hoofdvorm aan,INTJ NOUN ADV PRON AUX DET NOUN ADV DET ADJ NOUN ADV AUX NUM ADP DET ADJ NOUN ADV ADJ CCONJ ADJ CCONJ PRON VERB ADP DET ADJ NOUN CCONJ SCONJ PRON VERB NUM NOUN ADV NOUN ADP NUM CCONJ SCONJ PRON NOUN AUX ADV ADJ ADP DET NOUN ADP,0.4880430059018939,0.5330017908890261,0.5191598527383156,0.21213203435596426,0.053896805563629545,0.9671987799604951
4,A,uh even kijken hoor,268,uh even kijken hoor,ADV ADV VERB INTJ,0.05521576303742327,0.053300179088902604,NA,NA,NA,0.5369595299698668
4,B,dus je hebt de hoofdvorm cirkelplateau er vast tegenaan daar bovenop zijn um rechts en links van die ja gekke,269,dus je hebben de hoofdvorm cirkelplateau er vast tegenaan daar bovenop zijn um rechts en links van die ja gek,ADV PRON VERB DET NOUN ADV ADV ADJ ADP ADV ADV PRON NOUN ADJ CCONJ ADJ ADP PRON INTJ SYM,0,0,0.23094010767585033,NA,NA,0.6038027564943832
4,A,ja oh van die versiersels ,270,ja oh van die versiersel,INTJ NOUN ADP DET NOUN,0.29999999999999993,0.29999999999999993,0.1,NA,NA,0.7656550476166063
4,B,ja van die ja,271,ja van die ja,INTJ ADP PRON INTJ,0.7302967433402214,0.7302967433402214,NA,NA,NA,0.9539629553412374
4,A,ja nummer *2* um dit is de hoofdvorm met die ronde staaf aan de linkerkant die uitgesneden is met die punt erin ,272,ja nummer *2* um dit zijn de hoofdvorm met die ronde staeven aan de linkerkant die uitsnijden zijn met die punt erin,INTJ NOUN NOUN NOUN PRON AUX DET NOUN ADP DET NOUN VERB ADP DET NOUN PRON VERB AUX ADP DET NOUN ADV,0.35007002100700246,0.35007002100700246,NA,NA,NA,0.7173568502574996
4,B,oh ja um je bedoelt met die schuine punt zo naar beneden? ,273,oh ja um je bedoelen met die schuin punt zo naar beneden ?,ADJ INTJ NOUN PRON VERB ADP DET ADJ NOUN ADV ADP ADP PUNCT,0.39605901719066977,0.39605901719066977,0.4138204408845326,0.12403473458920847,NA,0.8232263259476971
4,A,ja,274,ja,INTJ,0.2886751345948129,0.2886751345948129,0,0,0,0.7634396760372377
4,B,*h* dit is de hoofdvorm waarbij aan de voorkant een vierkant plateau aan de hoofdvorm vastzit met een soort van paddestoel erbovenop en twee,275,*h* dit zijn de hoofdvorm waarbij aan de voorkant een vierkant plateau aan de hoofdvorm vastzit met een soort van paddestoel erbovenop en twee,NOUN PRON AUX DET NOUN ADV ADP DET NOUN DET ADJ NOUN ADP DET NOUN VERB ADP DET NOUN ADP NOUN ADV CCONJ NUM,0,0,NA,NA,NA,0.2839687637901617
4,A,ja nummer *8* dit is de hoofdvorm met het kraantje eronder ,276,ja nummer *8 * dit zijn de hoofdvorm met het kraant eronder,INTJ NOUN SYM PUNCT PRON AUX DET NOUN ADP DET NOUN ADV,0.40201512610368484,0.40201512610368484,0.7315635209502899,0.5039526306789696,0.1543033499620919,0.8700974249171666
4,B,oh ja (?) *c* dit is de hoofdvorm waarbij het vierkant plateau onderaan door de hoofdvorm heen zit of de hoofdvorm zit door het vierkant plateau heen met uh twee kleine staafjes erbovenop ,277,oh ja ( ? ) *c* dit zijn de hoofdvorm waarbij het vierkant plateau onderaan door de hoofdvorm heen zitten of de hoofdvorm zitten door het vierkant plateau heen met uh twee klein staaf erbovenop,ADJ INTJ PUNCT PUNCT PUNCT NOUN PRON AUX DET NOUN ADV DET ADJ NOUN VERB ADP DET NOUN ADP VERB SCONJ DET NOUN VERB ADP DET ADJ NOUN ADP ADP ADV NUM ADJ NOUN ADV,0.48349377841522817,0.48349377841522817,0.5838742081211423,0.2777777777777778,0.06350006350009525,0.9426088413128023
4,A,ja? ja nummer *10* uh dit is de hoofdvorm met een ei dat er op ligt een vierkante staaf die ervoor staat,278,ja ? ja nummer *10 * uh dit zijn de hoofdvorm met een eus dat er op liggen een vierkant staaf die ervoor staan,INTJ PUNCT INTJ NOUN SYM PUNCT ADV PRON AUX DET NOUN ADP DET NOUN PRON ADV ADP VERB DET ADJ NOUN PRON ADV VERB,0.3144854510165755,0.3931068137707194,0.5449492609130661,0.21320071635561044,0.04120428217151646,0.9357056508049948
4,B,yes *p* dit is de hoofdvorm waarbij een yoghurtbakje links aan de hoofdvorm vastzit soort van klein staafje rechts en dan bovenop een rechthoekige staaf,279,yes *p* dit zijn de hoofdvorm waarbij een yoghurtbak links aan de hoofdvorm vastzit soort van klein staaf rechts en dan bovenop een rechthoekig staaf,NOUN NOUN PRON AUX DET NOUN ADV DET NOUN ADJ ADP DET NOUN ADJ NOUN ADP ADJ NOUN ADJ CCONJ ADV ADV DET ADJ NOUN,0.38745847452199084,0.4096732451993514,0.46420708254852755,0.17056057308448833,0.04891159880445184,0.8377760883054901
4,A,even kijken hoor u- het yoghurtbakje was?,280,even kijken hoor u- het yoghurtbak zijn ?,ADV VERB INTJ X DET NOUN AUX PUNCT,0.06788442333021306,0.1315903389919538,0.18463723646899913,NA,NA,0.645207607132115
4,B,ja yoghurtbakje op de kop links van de hoofdvorm zit er aan vastgeplakt een rechthoekige staaf bovenop de hoofdvorm en rechts uh van de hoofdvorm zit zo'n klein staafje op ook een yoghurtbakje op z'n kop of een vierkant plateau ik kan niet zo goed zien wat het is ,281,ja yoghurtbak op de kop links van de hoofdvorm zitten er aan vastgeplken een rechthoekig staaf bovenop de hoofdvorm en rechts uh van de hoofdvorm zitten zo'n klein staaf op ook een yoghurtbak op zijn kop of een vierkant plateau ik kunnen niet zo goed zien wat het zijn,INTJ NOUN ADP DET NOUN ADJ ADP DET NOUN VERB ADV ADP VERB DET ADJ NOUN ADP DET NOUN CCONJ ADJ ADV ADP DET NOUN VERB DET ADJ NOUN ADP ADV DET NOUN ADP PRON NOUN CCONJ DET ADJ NOUN PRON AUX ADV ADV ADJ VERB PRON PRON AUX,0.12156613477096616,0.19810721293758182,0.19117977822546817,NA,NA,0.6525740365471834
4,A,oh ja yoghurtbakje zit linksonder ,282,oh ja yoghurtbak zitten linksond,ADJ INTJ NOUN VERB ADJ,0.23973165074269204,0.2344036154692477,0.1404878717372541,NA,NA,0.591172734314379
4,B,ja,283,ja,INTJ,0.44721359549995793,0.44721359549995793,0,0,0,0.9208132560257303
4,A,en de staaf ligt zo er op hè,284,en de staaf liggen zo er op hè,CCONJ DET NOUN VERB ADV PRON ADP NOUN,0,0,NA,NA,NA,0.623129446268103
4,B,ja,285,ja,INTJ,0,0,0,0,0,0.623129446268103
4,A,ja nummer *7* um dit is de hoofdvorm met aan de rechterkant die vierkantjes die zo ineen lopen en je hebt twee kegels ,286,ja nummer *7 * um dit zijn de hoofdvorm met aan de rechterkant die vierkant die zo ineen lopen en je hebben twee kegel,INTJ NOUN SYM PUNCT ADJ PRON AUX DET NOUN ADP ADP DET NOUN PRON NOUN PRON ADV ADV VERB CCONJ PRON VERB NUM NOUN,0.19245008972987526,0.19245008972987526,NA,NA,NA,0.5727436927260576
4,B,ja,287,ja,INTJ,0.19245008972987526,0.19245008972987526,0,0,0,0.5727436927260576
4,A,ja,288,ja,INTJ,1,1,0,0,0,0.9999999999999998
4,B,*f*,289,*f*,NOUN,0,0,0,0,0,NaN
4,A,en nog een uitsteeksel,290,en nog een uitsteeksel,CCONJ ADV DET NOUN,0,0,NA,NA,NA,NaN
4,B,uh dit is de hoofdvorm waarbij dus het plateau op een soort van taartpunt staat met een schuin- uh schuine verbinding ,291,uh dit zijn de hoofdvorm waarbij dus het plateau op een soort van taartpunt staan met een schuin- uh schuine verbinding,ADV PRON AUX DET NOUN ADV ADV DET NOUN ADP DET NOUN ADP NOUN VERB ADP DET X ADV ADJ NOUN,0.2,0.2,0.4216370213557839,0.1543033499620919,NA,0.7954395632045261
4,A,ja nummer *12* uh deze hoofdvorm heeft een yoghurtbakje erop geplakt rechtsvoor en heeft een feestmutsje op,292,ja nummer *12 * uh deze hoofdvorm hebben een yoghurtbak erop plakken rechtsvoor en hebben een feestmuts op,INTJ NOUN SYM PUNCT ADV DET NOUN AUX DET NOUN ADV VERB ADP CCONJ VERB DET NOUN ADP,0.3491486243775878,0.3491486243775878,0.5838742081211422,0.2817180849095055,0.06299407883487121,0.9254834667466643
4,B,oh ja,293,oh ja,ADJ INTJ,0.1543033499620919,0.1543033499620919,NA,0,0,0.6721523383102229
4,A,linksvoor en een cirkeltje ,294,linksvoor en een cirkeltje,NOUN CCONJ DET NOUN,0,0,NA,NA,NA,0.3730620250383989
4,B,*n* uh dit is de hoofdvorm waarbij er twee schuine buizen zijn aan de rechter en lich- uh linkerkant met een cirkelpl- uh plateau dat het afsluit en dan achter staat een schuin vierkant ,295,*n * uh dit zijn de hoofdvorm waarbij er twee schuin buizen zijn aan de rechter en lich- uh linkerkant met een cirkelpl- uh plateau dat het afsluit en dan achter staan een schuin vierkant,NOUN PUNCT ADV PRON AUX DET NOUN ADV ADV NUM ADJ NOUN AUX ADP DET NOUN CCONJ X ADV ADJ ADP DET X ADV NOUN SCONJ DET NOUN CCONJ ADV ADP NOUN DET NOUN ADJ,0.29488391230979427,0.282842712474619,0.47583095143088655,NA,NA,0.8143744254106697
4,A,even kijken hoor nog een keer?,296,even kijken horen nog een keer ?,ADV VERB VERB ADV DET NOUN PUNCT,0.1203858530857692,0.11547005383792516,0.24571804673358047,NA,NA,0.6468549392205789
4,B,nou rechts en links waarbij het rechts langer is zijn twee holle buizen met een cirkelplateau dat het afsluit ,297,nou rechts en links waarbij het recht langer zijn zijn twee hol buis met een cirkelplateau dat het afsluiten,ADV ADJ CCONJ ADJ ADV DET ADJ ADJ AUX AUX NUM ADJ NOUN ADP DET NOUN SCONJ DET NOUN,0.08512565307587487,0.08512565307587487,0.29999999999999993,NA,NA,0.8022772406784059
4,A,oh ja ja ja nummer *5* uh deze hoofdvorm heeft een ei voorop en die kegel op z'n kop links op de hoofdvorm,298,oh ja ja ja nummer *5 * uh deze hoofdvorm hebben een eus voorpen en die kegel op zijn kop links op de hoofdvorm,ADJ INTJ INTJ INTJ NOUN SYM PUNCT ADV DET NOUN VERB DET NOUN ADV CCONJ DET NOUN ADP PRON NOUN ADJ ADP DET NOUN,0.10889310129609417,0.18148850216015694,0.40994579587496144,0.05292561240249631,NA,0.6452567169969056
4,B,ja *h* deze hoofdvorm is het kraantje #laughs#,299,ja *h* deze hoofdvorm zijn het kraant #laughs #,INTJ NOUN DET NOUN AUX DET NOUN NOUN PUNCT,0.3692744729379982,0.43082021842766455,0.5,NA,NA,0.8549216490515735
4,A,ja even zoeken #?# nummer *3* uh deze hoofdvorm heeft bovenin een plateau die er omheen dus zit en op dat plateau staat een yoghurtbakje met twee tafelpootjes ,300,ja even zoeken # ? # nummer *3* uh deze hoofdvorm hebben bovenin een plateau die er omheen dus zitten en op dat plateau staan een yoghurtbak met twee tafelpoo,INTJ ADV VERB PUNCT PUNCT PUNCT NOUN NOUN ADV DET NOUN VERB ADV DET NOUN PRON ADV ADP ADV VERB CCONJ ADP DET NOUN VERB DET NOUN ADP NUM NOUN,0.19050019050028574,0.19050019050028574,0.45226701686664544,NA,NA,0.8389485206319556
4,B,yes uh *a* dit is de hoofdvorm met twee platte staven rechts uh aan de zijkant die uitsteken en yoghurbakje op z'n kop er bovenop ,301,yes uh *a* dit zijn de hoofdvorm met twee platte staven rechts uh aan de zijkant die uitstek en yoghurbak op zijn kop er bovenop,NOUN ADV NOUN PRON AUX DET NOUN ADP NUM ADJ NOUN ADJ ADV ADP DET NOUN PRON VERB CCONJ NOUN ADP PRON NOUN ADV ADV,0.30016680568428156,0.2903225806451613,0.47970161180012344,0.15488061853247329,0.04351941398892446,0.9098556802300322
4,A,ja nummer *8* uh dit is het pizzapuntje of het taartpuntje ,302,ja nummer *8 * uh dit zijn het pizzapun of het taartpun,INTJ NOUN NUM PUNCT ADV PRON AUX DET NOUN CCONJ DET NOUN,0.20601048104984193,0.249067740693359,0.30618621784789724,0.13900960937138318,0.0753778361444409,0.8648516317695977
4,B,okee uh *g* dit is de hoofdvorm met het ei bovenop een uh rechthoekige staaf aan de voorkant en links en rechts zijn ook twee staafjes met aan de ene kant een knik,303,okee uh *g* dit zijn de hoofdvorm met het eus bovenop een uh rechthoekig staaf aan de voorkant en links en rechts zijn ook twee staaf met aan de een kant een knik,ADV ADV NOUN PRON AUX DET NOUN ADP DET NOUN ADV DET ADV ADJ NOUN ADP DET NOUN CCONJ ADJ CCONJ ADJ AUX ADV NUM NOUN ADP ADP DET PRON NOUN DET NOUN,0.2377286555250982,0.25715142542972574,0.41695392396839687,0.1690308509457033,0.062499999999999986,0.8212062214899136
4,A,ja nummer *13* uh dit is de versiersels de hoofdvorm met de versiersels ,304,ja nummer *13 * uh dit zijn de versiersel de hoofdvorm met de versiersel,INTJ NOUN SYM PUNCT ADV PRON AUX DET NOUN DET NOUN ADP DET NOUN,0.4987837491108398,0.49136231606366804,0.6499336836196816,0.40771775315010045,0.22360679774997896,0.8826540743325254
4,B,de *c* #laughs# de *c* #laughs#,305,de *c* #laughs# de *c* #laughs #,DET NOUN NOUN DET NOUN NOUN PUNCT,0.41403933560541256,0.41403933560541256,0.5499719409228703,0.12309149097933275,NA,0.823568151085977
4,A,#laughs#,306,#laughs #,NOUN PUNCT,0.31622776601683794,0.31622776601683794,0,0,0,NaN
4,B,uh dit is de hoofdvorm met um het feesthoedje bovenop ,307,uh dit zijn de hoofdvorm met um het feesthoedje bovenop,ADV PRON AUX DET NOUN ADP NOUN DET NOUN ADV,0,0,NA,NA,NA,NaN
4,A,okee nummer *14* uh dit is de hoofdvorm die op dat plateautje staat of tenminste zo'n heel klein plateautje met een cirkel er aan vastgeplakt aan de achterkant ,308,okee nummer *14 * uh dit zijn de hoofdvorm die op dat plateau staan of tenminste zo'n heel klein plateau met een cirkel er aan vastgeplken aan de achterkant,NUM NOUN SYM PUNCT ADV PRON AUX DET NOUN PRON ADP DET NOUN VERB CCONJ ADV DET ADJ ADJ NOUN ADP DET NOUN ADV ADP VERB ADP DET NOUN,0.37962830118264823,0.37962830118264823,0.5843065474681431,0.24999999999999994,0.15118578920369088,0.8548547423883911
4,B,yes *j* dit is de hoofdvorm met eigenlijk een soort van een zuignap dus dat ei voorop met een staaf er doorheen en een cirkelplateau aan het uiteinde van de staaf,309,yes *j* dit zijn de hoofdvorm met eigenlijk een soort van een zuignap dus dat ei voorop met een staaf er doorheen en een cirkelplateau aan het uiteinen van de staaf,NOUN NOUN PRON AUX DET NOUN ADP ADJ DET NOUN ADP DET NOUN ADV DET NOUN ADV ADP DET NOUN ADV VERB CCONJ DET NOUN ADP DET NOUN ADP DET NOUN,0.40824829046386296,0.40824829046386296,0.7889320586105297,0.4604554601361904,0.2160246899469287,0.9344752733795167
4,A,ja nummer *10* uh deze hoofdvorm heeft aan de linkerkant die vierkantjes die zo ineen lopen en voorop zit een vierkant plateau geplakt met een oh ja met het paddestoeltje ,310,ja nummer *10 * uh deze hoofdvorm hebben aan de linkerkant die vierkan die zo ineen lopen en voorop zitten een vierkant plateau plakken met een oh ja met het paddestoeltje,INTJ NOUN SYM PUNCT ADV DET NOUN AUX ADP DET NOUN PRON NOUN PRON ADV ADV VERB CCONJ ADV VERB DET ADJ NOUN VERB ADP DET ADJ NOUN ADP DET NOUN,0.4315953079030419,0.4315953079030419,0.6101418254388847,0.2850438562747845,0.0890870806374748,0.8614500194581954
4,B,oh ja *i* um dit is de hoofdvorm dat er een vierkant dat bovenop uh en links en achter van die kegels staan op z'n kop en dat er een vierkantje- ja die vierkantjes die daar zo ineen rechts in die hoofdvorm aan vastgeplakt zitten ,311,oh ja *i* um dit zijn de hoofdvorm dat er een vierkant dat bovenop uh en links en acht van die kegel staan op zijn kop en dat er een vierkantje- ja die vierkan die daar zo ineen rechts in die hoofdvorm aan vastgeplken zitten,ADJ INTJ NOUN ADJ PRON AUX DET NOUN SCONJ ADV DET NOUN PRON ADV ADJ CCONJ ADJ CCONJ ADP ADP DET NOUN VERB ADP PRON NOUN CCONJ SCONJ ADV DET X INTJ PRON NOUN PRON ADV ADV ADV ADJ ADP DET NOUN ADP VERB VERB,0.5361185533187384,0.5475400745557385,0.5646313881842652,0.27779194975185795,0.059391387091649865,0.9594850330639573
4,A,ja nummer *11* uh dit is het de hoofdvorm met daarop een uh langwerpig vierkantje met linksonder het yoghurtbakje op z'n kop en rechtsonder had je nog dat hele dunne staafje ,312,ja nummer *11 * uh dit zijn het de hoofdvorm met daarop een uh langwerpig vierkant met linksonder het yoghurtbak op zijn kop en rechtsonder hebben je nog dat heel dun staaf,INTJ NOUN SYM PUNCT ADV PRON AUX PRON DET NOUN ADP ADV DET ADV ADJ NOUN ADP NOUN DET NOUN ADP PRON NOUN CCONJ NOUN AUX PRON ADV SCONJ ADJ ADJ NOUN,0.37470006725398436,0.41436397142056747,0.41256020191715076,0.10263160115815709,0.029160592175990215,0.9528859813223515
4,B,um even kijken waar zie ik hem,313,um even kijken waar zien ik hem,ADJ ADV VERB ADV VERB PRON PRON,0,0,NA,NA,NA,0.7175918682158812
4,A,dus je m-,314,dus je m-,ADV PRON X,0,0,NA,NA,0,0.6391483335857018
4,B,ja,315,ja,INTJ,0,0,0,0,0,0.5664661058894133
4,A,ja,316,ja,INTJ,1,1,0,0,0,0.9999999999999998
4,B,*d* dit is de hoofdvorm met eigenlijk aan de linkerkant die soort van holle buis met die pyramide die er dan zo schuin in steekt uh en dan dat cirkelplateautje aan de rechterkant ,317,*d* dit zijn de hoofdvorm met eigenlijk aan de linkerkant die soort van hol buis met die pyramide die er dan zo schuin in steken uh en dan dat cirkelplateau aan de rechterkant,NOUN PRON AUX DET NOUN ADP ADJ ADP DET NOUN PRON NOUN ADP ADJ NOUN ADP DET NOUN PRON ADV ADV ADV ADJ ADP VERB ADV CCONJ SCONJ DET NOUN ADP DET NOUN,0,0,NA,NA,NA,0.44981821684167195
4,A,ja waar je iets op kan zetten hè?,318,ja waar je iets op kunnen zetten hè ?,INTJ ADV PRON PRON ADP AUX VERB NOUN PUNCT,0,0,NA,NA,NA,0.7798867174063234
4,B,ja,319,ja,INTJ,0.35355339059327373,0.35355339059327373,0,0,0,0.7718691149258625
4,A,nummer *2* uh deze hoofdvorm heeft #clicks# die is ingebouwd in dat in een vierkant plateau heeft twee uitsteekseltjes bovenop en uh links heeft hij nog een vier- ja een uh,320,nummer *2* uh deze hoofdvorm hebben #clicks # die zijn inbouwen in dat in een vierkant plateau hebben twee uitsteeksel bovenop en uh links hebben hij nog een vier- ja een uh,NOUN NOUN ADV DET NOUN VERB ADP PUNCT PRON AUX VERB ADP SCONJ ADP DET ADJ NOUN VERB NUM NOUN ADV CCONJ ADV ADJ AUX PRON ADV DET X INTJ DET NOUN,0.14002800840280097,0.14002800840280097,NA,NA,NA,0.6558385883256505
4,B,ja *n*,321,ja *n*,INTJ NOUN,0.09901475429766741,0.09901475429766741,NA,0,0,0.6558385883256505
